0.031250	 1.000000	 0.000000	 0.000000
0.000000	 1.000000	 0.000000	 0.000000
0.000000	 0.968750	 0.000000	 0.000000
0.031250	 1.000000	 0.000000	 0.000000


0.031250	 1.000000	 0.000000	 0.000000
0.000000	 0.968750	 0.000000	 0.000000
0.041667	 0.979167	 0.002720	 0.002935
0.031250	 1.000000	 0.000000	 0.000000


0.020833	 0.895833	 0.007161	 0.007227
0.023437	 0.929687	 0.005539	 0.005541
0.000000	 0.906250	 0.000000	 0.000000
0.020833	 0.895833	 0.007161	 0.007227


0.097656	 0.929687	 0.022807	 0.022746
0.083333	 0.958333	 0.011626	 0.011613
0.062500	 0.937500	 0.012990	 0.013083
0.097656	 0.929687	 0.022807	 0.022746


0.041667	 0.979167	 0.002720	 0.002935
0.000000	 0.968750	 0.000000	 0.000000
0.031250	 0.953125	 0.004845	 0.004944
0.041667	 0.979167	 0.002720	 0.002935


0.031250	 1.000000	 0.000000	 0.000000
0.041667	 0.979167	 0.002720	 0.002935
0.062500	 1.000000	 0.000000	 0.000000
0.031250	 1.000000	 0.000000	 0.000000


0.000000	 0.968750	 0.000000	 0.000000
0.000000	 0.937500	 0.000000	 0.000000
0.031250	 0.953125	 0.004845	 0.004944
0.000000	 0.968750	 0.000000	 0.000000


0.020833	 0.895833	 0.007161	 0.007227
0.000000	 0.906250	 0.000000	 0.000000
0.000000	 0.875000	 0.000000	 0.000000
0.020833	 0.895833	 0.007161	 0.007227


0.039062	 0.859375	 0.018019	 0.017991
0.020833	 0.895833	 0.007161	 0.007227
0.000000	 0.875000	 0.000000	 0.000000
0.039062	 0.859375	 0.018019	 0.017991


0.041667	 0.916667	 0.011550	 0.011613
0.023437	 0.929687	 0.005539	 0.005541
0.020833	 0.895833	 0.007161	 0.007227
0.041667	 0.916667	 0.011550	 0.011613


0.078125	 0.906250	 0.024337	 0.024246
0.041667	 0.916667	 0.011550	 0.011613
0.058594	 0.882812	 0.022612	 0.022645
0.078125	 0.906250	 0.024337	 0.024246


0.062500	 0.937500	 0.012990	 0.013083
0.031250	 0.953125	 0.004845	 0.004944
0.041667	 0.916667	 0.011550	 0.011613
0.062500	 0.937500	 0.012990	 0.013083


0.070312	 0.976562	 0.005703	 0.005541
0.104167	 0.979167	 0.007206	 0.007227
0.093750	 1.000000	 0.000000	 0.000000
0.070312	 0.976562	 0.005703	 0.005541


0.031250	 0.953125	 0.004845	 0.004944
0.062500	 0.937500	 0.012990	 0.013083
0.041667	 0.979167	 0.002720	 0.002935
0.031250	 0.953125	 0.004845	 0.004944


0.097656	 0.929687	 0.022807	 0.022746
0.111607	 0.955357	 0.016536	 0.016505
0.083333	 0.958333	 0.011626	 0.011613
0.097656	 0.929687	 0.022807	 0.022746


0.070312	 0.976562	 0.005703	 0.005541
0.083333	 0.958333	 0.011626	 0.011613
0.104167	 0.979167	 0.007206	 0.007227
0.070312	 0.976562	 0.005703	 0.005541


0.041667	 0.979167	 0.002720	 0.002935
0.070312	 0.976562	 0.005703	 0.005541
0.062500	 1.000000	 0.000000	 0.000000
0.041667	 0.979167	 0.002720	 0.002935


0.041667	 0.979167	 0.002720	 0.002935
0.062500	 0.937500	 0.012990	 0.013083
0.070312	 0.976562	 0.005703	 0.005541
0.041667	 0.979167	 0.002720	 0.002935


0.020833	 0.895833	 0.007161	 0.007227
0.058594	 0.882812	 0.022612	 0.022645
0.041667	 0.916667	 0.011550	 0.011613
0.020833	 0.895833	 0.007161	 0.007227


0.236328	 0.892578	 0.077303	 0.076951
0.242647	 0.867647	 0.096215	 0.095886
0.270833	 0.887153	 0.090105	 0.089717
0.236328	 0.892578	 0.077303	 0.076951


0.223214	 0.910714	 0.061708	 0.061396
0.236328	 0.892578	 0.077303	 0.076951
0.257812	 0.906250	 0.072603	 0.072269
0.223214	 0.910714	 0.061708	 0.061396


0.223214	 0.910714	 0.061708	 0.061396
0.200893	 0.888393	 0.069885	 0.069669
0.236328	 0.892578	 0.077303	 0.076951
0.223214	 0.910714	 0.061708	 0.061396


0.208333	 0.953125	 0.030728	 0.030705
0.187500	 0.929687	 0.041916	 0.041843
0.223214	 0.910714	 0.061708	 0.061396
0.208333	 0.953125	 0.030728	 0.030705


0.218750	 1.000000	 0.000000	 0.000000
0.196875	 0.978125	 0.013679	 0.013686
0.229167	 0.976562	 0.016589	 0.016673
0.218750	 1.000000	 0.000000	 0.000000


0.178571	 0.866071	 0.075020	 0.074699
0.156250	 0.843750	 0.076720	 0.076386
0.171875	 0.828125	 0.091235	 0.090854
0.178571	 0.866071	 0.075020	 0.074699


0.223214	 0.910714	 0.061708	 0.061396
0.187500	 0.929687	 0.041916	 0.041843
0.200893	 0.888393	 0.069885	 0.069669
0.223214	 0.910714	 0.061708	 0.061396


0.214844	 0.859375	 0.092216	 0.091837
0.236328	 0.892578	 0.077303	 0.076951
0.200893	 0.888393	 0.069885	 0.069669
0.214844	 0.859375	 0.092216	 0.091837


0.257812	 0.906250	 0.072603	 0.072269
0.279297	 0.929687	 0.058200	 0.057926
0.245536	 0.933036	 0.050301	 0.050042
0.257812	 0.906250	 0.072603	 0.072269


0.151442	 0.870192	 0.062715	 0.062442
0.125000	 0.859375	 0.056471	 0.056244
0.156250	 0.843750	 0.076720	 0.076386
0.151442	 0.870192	 0.062715	 0.062442


0.173077	 0.891827	 0.059627	 0.059278
0.151442	 0.870192	 0.062715	 0.062442
0.178571	 0.866071	 0.075020	 0.074699
0.173077	 0.891827	 0.059627	 0.059278


0.136364	 0.900568	 0.044028	 0.043885
0.113636	 0.880682	 0.044130	 0.043983
0.151442	 0.870192	 0.062715	 0.062442
0.136364	 0.900568	 0.044028	 0.043885


0.225694	 0.819444	 0.120770	 0.120257
0.240625	 0.803125	 0.137263	 0.136723
0.262500	 0.825000	 0.132464	 0.131891
0.225694	 0.819444	 0.120770	 0.120257


0.193359	 0.835937	 0.097075	 0.096710
0.225694	 0.819444	 0.120770	 0.120257
0.214844	 0.859375	 0.092216	 0.091837
0.193359	 0.835937	 0.097075	 0.096710


0.193359	 0.835937	 0.097075	 0.096710
0.203125	 0.796875	 0.122477	 0.121982
0.225694	 0.819444	 0.120770	 0.120257
0.193359	 0.835937	 0.097075	 0.096710


0.045455	 0.821023	 0.026126	 0.026080
0.023437	 0.835937	 0.012423	 0.012464
0.021875	 0.803125	 0.013697	 0.013686
0.045455	 0.821023	 0.026126	 0.026080


0.045455	 0.795455	 0.029430	 0.029317
0.043269	 0.762019	 0.031742	 0.031673
0.064904	 0.783654	 0.043912	 0.043750
0.045455	 0.795455	 0.029430	 0.029317


0.156250	 0.843750	 0.076720	 0.076386
0.120192	 0.826923	 0.065801	 0.065565
0.137500	 0.812500	 0.080177	 0.079954
0.156250	 0.843750	 0.076720	 0.076386


0.214844	 0.859375	 0.092216	 0.091837
0.178571	 0.866071	 0.075020	 0.074699
0.193359	 0.835937	 0.097075	 0.096710
0.214844	 0.859375	 0.092216	 0.091837


0.125000	 0.859375	 0.056471	 0.056244
0.120192	 0.826923	 0.065801	 0.065565
0.156250	 0.843750	 0.076720	 0.076386
0.125000	 0.859375	 0.056471	 0.056244


0.178571	 0.866071	 0.075020	 0.074699
0.151442	 0.870192	 0.062715	 0.062442
0.156250	 0.843750	 0.076720	 0.076386
0.178571	 0.866071	 0.075020	 0.074699


0.113636	 0.880682	 0.044130	 0.043983
0.090909	 0.860795	 0.041034	 0.041016
0.125000	 0.859375	 0.056471	 0.056244
0.113636	 0.880682	 0.044130	 0.043983


0.084517	 0.883523	 0.032398	 0.032276
0.090909	 0.860795	 0.041034	 0.041016
0.113636	 0.880682	 0.044130	 0.043983
0.084517	 0.883523	 0.032398	 0.032276


0.058594	 0.882812	 0.022612	 0.022645
0.084517	 0.883523	 0.032398	 0.032276
0.078125	 0.906250	 0.024337	 0.024246
0.058594	 0.882812	 0.022612	 0.022645


0.058594	 0.882812	 0.022612	 0.022645
0.090909	 0.860795	 0.041034	 0.041016
0.084517	 0.883523	 0.032398	 0.032276
0.058594	 0.882812	 0.022612	 0.022645


0.068182	 0.840909	 0.035121	 0.035018
0.094187	 0.833916	 0.050207	 0.049959
0.090909	 0.860795	 0.041034	 0.041016
0.068182	 0.840909	 0.035121	 0.035018


0.021875	 0.803125	 0.013697	 0.013686
0.023437	 0.835937	 0.012423	 0.012464
0.000000	 0.812500	 0.000000	 0.000000
0.021875	 0.803125	 0.013697	 0.013686


0.022727	 0.772727	 0.016125	 0.016059
0.043269	 0.762019	 0.031742	 0.031673
0.045455	 0.795455	 0.029430	 0.029317
0.022727	 0.772727	 0.016125	 0.016059


0.137500	 0.812500	 0.080177	 0.079954
0.114583	 0.791667	 0.073919	 0.073712
0.130917	 0.771542	 0.090728	 0.090382
0.137500	 0.812500	 0.080177	 0.079954


0.064904	 0.783654	 0.043912	 0.043750
0.066964	 0.754464	 0.050165	 0.050042
0.089286	 0.776786	 0.061508	 0.061396
0.064904	 0.783654	 0.043912	 0.043750


0.024038	 0.740385	 0.018931	 0.018884
0.043269	 0.762019	 0.031742	 0.031673
0.022727	 0.772727	 0.016125	 0.016059
0.024038	 0.740385	 0.018931	 0.018884


0.024038	 0.740385	 0.018931	 0.018884
0.044643	 0.732143	 0.035920	 0.035830
0.043269	 0.762019	 0.031742	 0.031673
0.024038	 0.740385	 0.018931	 0.018884


0.085937	 0.742187	 0.066526	 0.066401
0.125000	 0.729167	 0.099327	 0.098903
0.107422	 0.763672	 0.077108	 0.076951
0.085937	 0.742187	 0.066526	 0.066401


0.044643	 0.732143	 0.035920	 0.035830
0.064453	 0.720703	 0.053232	 0.053168
0.066964	 0.754464	 0.050165	 0.050042
0.044643	 0.732143	 0.035920	 0.035830


0.021484	 0.677734	 0.019718	 0.019663
0.000000	 0.687500	 0.000000	 0.000000
0.000000	 0.656250	 0.000000	 0.000000
0.021484	 0.677734	 0.019718	 0.019663


0.066176	 0.691176	 0.058794	 0.058535
0.042969	 0.699219	 0.037604	 0.037493
0.044118	 0.669118	 0.041088	 0.040945
0.066176	 0.691176	 0.058794	 0.058535


0.090278	 0.684028	 0.080792	 0.080558
0.066176	 0.691176	 0.058794	 0.058535
0.067708	 0.661458	 0.063660	 0.063432
0.090278	 0.684028	 0.080792	 0.080558


0.090278	 0.684028	 0.080792	 0.080558
0.104167	 0.706597	 0.088431	 0.088027
0.066176	 0.691176	 0.058794	 0.058535
0.090278	 0.684028	 0.080792	 0.080558


0.064453	 0.720703	 0.053232	 0.053168
0.044643	 0.732143	 0.035920	 0.035830
0.042969	 0.699219	 0.037604	 0.037493
0.064453	 0.720703	 0.053232	 0.053168


0.137500	 0.812500	 0.080177	 0.079954
0.176471	 0.801471	 0.106163	 0.105689
0.171875	 0.828125	 0.091235	 0.090854
0.137500	 0.812500	 0.080177	 0.079954


0.096154	 0.805288	 0.058982	 0.058728
0.114583	 0.791667	 0.073919	 0.073712
0.120192	 0.826923	 0.065801	 0.065565
0.096154	 0.805288	 0.058982	 0.058728


0.154412	 0.779412	 0.102619	 0.102400
0.176471	 0.801471	 0.106163	 0.105689
0.137500	 0.812500	 0.080177	 0.079954
0.154412	 0.779412	 0.102619	 0.102400


0.114583	 0.791667	 0.073919	 0.073712
0.107422	 0.763672	 0.077108	 0.076951
0.130917	 0.771542	 0.090728	 0.090382
0.114583	 0.791667	 0.073919	 0.073712


0.120192	 0.826923	 0.065801	 0.065565
0.114583	 0.791667	 0.073919	 0.073712
0.137500	 0.812500	 0.080177	 0.079954
0.120192	 0.826923	 0.065801	 0.065565


0.096154	 0.805288	 0.058982	 0.058728
0.089286	 0.776786	 0.061508	 0.061396
0.114583	 0.791667	 0.073919	 0.073712
0.096154	 0.805288	 0.058982	 0.058728


0.145833	 0.751736	 0.107341	 0.106918
0.153125	 0.715625	 0.124525	 0.123939
0.187500	 0.732143	 0.143010	 0.142401
0.145833	 0.751736	 0.107341	 0.106918


0.058594	 0.882812	 0.022612	 0.022645
0.068182	 0.840909	 0.035121	 0.035018
0.090909	 0.860795	 0.041034	 0.041016
0.058594	 0.882812	 0.022612	 0.022645


0.064904	 0.783654	 0.043912	 0.043750
0.089286	 0.776786	 0.061508	 0.061396
0.096154	 0.805288	 0.058982	 0.058728
0.064904	 0.783654	 0.043912	 0.043750


0.045455	 0.795455	 0.029430	 0.029317
0.064904	 0.783654	 0.043912	 0.043750
